external_name,internal_name,category_label,match
Botticino Dark Laminate Flooring,"Botticino marble has darker veins running through it for a striking finish. This laminate flooring takes off this look for a modern flooring choice. The stone effect design will transform your room into a welcoming space. The dark tone promises to inject both warmth and glamour. Durable and impact-resistant, this quality laminate wood flooring is easy to install, using the quick click system. Laminate flooring has the benefit of being easy to maintain, extremely resilient and perfect for a complete room makeover.

Produced with high-quality EPL-Laminate, which is environmentally friendly.
This product is not available for delivery in Northern Ireland",Flooring Sale,1
Cuba Anthracite Ceramic Floor Tile 330 x 330mm - 1sqm Pack,"Cuba is a matt finish floor tile making it a great choice for creating a contemporary industrial style.

Suitable for installation in bathrooms, kitchens, conservatories and wetrooms
The Cuba Floor tiles create a more defined, textured look for your home.
Ceramic tiles are easy to clean, highly durable and an extremely cost effective flooring option
Suitable for underfloor heating
Easy to cut, install and maintain",Tiling Sale,1
Farrow & Ball Exterior Eggshell Paint Inchyra Blue - 750ml,"Inchyra Blue was once a custom Farrow & Ball paint colour, created specially for Inchyra House in Perthshire. Its deep blue-grey tone takes its inspiration from wild and stormy Scottish skies, and is just as changeable as the weather - in certain lights, it can take on a more blue, grey, or even green cast.Exterior Eggshell brings long-lasting colour to outdoor spaces with a finish that remains flexible once dry, protecting wood and metal surfaces through changing weather. Added preservatives help to prevent the growth of algae and fungi, and the resin-rich formula resists flaking, peeling, and fading for up to six years. Providing it has been applied in accordance with Farrow & Ball Product Advice Sheets. Not suitable for use on exterior plastic surfaces or decking.

Satin finish
Flexible and breathable
Water resistant
Protected from fungi and algae
Recommended Primer & Undercoat: Dark Tones",Exterior Wood Paint,1
Ronseal Diamond Hard Black - Doorstep Satin Paint - 250ml,"Ronseal Diamond Hard Doorstep Paint delivers ultra tough protection and slip resistance to all brick, stone and concrete steps.",Exterior Wood Paint,1
Ronseal Quick Drying Decking Stain Rich Teak 5L,"Ronseal Quick Drying Decking Stain makes your deck look great without taking all day to do it. Unlike other stains, there's no need to strip back each year, simply clean the deck and reapply. It can be recoated in just 15 minutes.

No flaking or peeling
Naturally slip resistant
Recoat in 15 minutes
Keeps your deck protected and looking great","Decking Stain, Oil & Varnish",1
Ronseal Decking Oil Natural - 2.5L,"Ronseal's Nourishing Decking Oil nourishes and protects your decking while leaving a lightly tinted finish. It's rainproof in only two hours and ready for a second coat in only six hours. Nourishing Decking Oil stops water from seeping in and damaging your deck. It also protects against the sun and stops it from turning grey.

Restores wood's natural oils
Prevents colour fading
Natural finish
Protects from scuffs and scratches
Rainproof in just 2 hours","Decking Stain, Oil & Varnish",1
Dulux Chic Shadow - Quick Dry Gloss - 750ml,"Dulux Quick Dry Gloss is self-undercoating, wipe able, non-yellowing and suitable for use on interior and exterior wood and metal, including radiators.",Interior Metal Paint,1
Crown Quick Drying Gloss - Antique Cream - 750ml,"Crown Quick Dry Gloss is a tough and durable, quick dry gloss finish for use on interior and exterior wood and metal.",Interior Metal Paint,1
Farrow & Ball Exterior Eggshell Paint Wimborne White - 2.5L,"Wimborne White is one of the brightest whites in the Farrow & Ball palette. It features just a small hint of yellow, giving it a warmth that sets it apart from a pure white while still retaining a fresh feel. Try it as a softer alternative to All White.Exterior Eggshell brings long-lasting colour to outdoor spaces with a finish that remains flexible once dry, protecting wood and metal surfaces through changing weather. Added preservatives help to prevent the growth of algae and fungi, and the resin-rich formula resists flaking, peeling, and fading for up to six years. Providing it has been applied in accordance with Farrow & Ball Product Advice Sheets. Not suitable for use on exterior plastic surfaces or decking.

Satin finish
Flexible and breathable
Water resistant
Protected from fungi and algae
Recommended Primer & Undercoat: White & Light Tones",Exterior Wood Paint,1
Kraus Rigid Core Herringbone Luxury Vinyl Floor Tile - Weaveley Light Oak,"Kraus Weaveley Light Oak is a waterproof herringbone pattern luxury vinyl tile with integral underlay and Rigid Core Technology. A light wood base with a high contrast grain makes this colour an instant classic. Ideal for use in most living spaces. It cuts easily with a knife and provides an easy and clean flooring solution which is also resistant to scuffs and stains.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Herringbone Luxury Vinyl Floor Tile - Aversley Oak,"Kraus Aversley Oak is a waterproof herringbone pattern luxury vinyl tile with integral underlay and Rigid Core Technology. A rich brown base with a defined grain, sure to bring style to any space. Ideal for use in most living spaces. It cuts easily with a knife and provides an easy and clean flooring solution which is also resistant to scuffs and stains.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Herringbone Luxury Vinyl Floor Tile - Owsten Grey,"Kraus Owsten Grey is a waterproof herringbone pattern luxury vinyl tile with integral underlay and Rigid Core Technology. A pale grey with a subtle grain provides a minimalistic feel which will be perfect for any modern living space. Ideal for use in most living spaces. It cuts easily with a knife and provides an easy and clean flooring solution which is also resistant to scuffs and stains.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Ronseal Decking Oil Natural Cedar - 2.5L,"Ronseal's Nourishing Decking Oil nourishes and protects your decking while leaving a lightly tinted finish. It's rainproof in only two hours and ready for a second coat in only six hours. Nourishing Decking Oil stops water from seeping in and damaging your deck. It also protects against the sun and stops it from turning grey.

Restores wood's natural oils
Prevents colour fading
Natural finish
Protects from scuffs and scratches
Rainproof in just 2 hours","Decking Stain, Oil & Varnish",1
Ronseal Crystal Clear Outdoor Varnish Matt - 750ml,"Ronseal Crystal Clear Outdoor Varnish protects your exterior windows and doors without changing the colour. As the name suggests, it's completely clear and won’t yellow over time like traditional solvent-based varnishes. It’s rainproof in just one hour so you don't have to worry about quick changes to the weather and you don’t need to do too much prep either.

Protects against the weather
Doesn't yellow like traditional varnishes
Rainproof in 1 hour
Flexes with the wood to resist cracking and peeling","Decking Stain, Oil & Varnish",1
Ronseal Decking Oil Natural Pine - 2.5L,"Ronseal's Nourishing Decking Oil nourishes and protects your decking while leaving a lightly tinted finish. It's rainproof in only two hours and ready for a second coat in only six hours. Nourishing Decking Oil stops water from seeping in and damaging your deck. It also protects against the sun and stops it from turning grey.

Restores wood's natural oils
Prevents colour fading
Natural finish
Protects from scuffs and scratches
Rainproof in just 2 hours","Decking Stain, Oil & Varnish",1
Ronseal Decking Oil Natural Oak - 2.5L,"Ronseal's Nourishing Decking Oil nourishes and protects your decking while leaving a lightly tinted finish. It's rainproof in only two hours and ready for a second coat in only six hours. Nourishing Decking Oil stops water from seeping in and damaging your deck. It also protects against the sun and stops it from turning grey.

Restores wood's natural oils
Prevents colour fading
Natural finish
Protects from scuffs and scratches
Rainproof in just 2 hours","Decking Stain, Oil & Varnish",1
Camden White Ceramic Wall Tile 100 x 300mm - 0.45sqm Pack,"Refresh your space with the Camden white ceramic wall tile. These rectangular tiles offer a classic look with a contemporary edge. They won't look fussy or overpowering and make for a durable choice. You could play with patterns like herringbone to create a real visual treat for your wall. The crisp white shade will give your bathroom or wet room a dreamy finish. They are sure to transform your bathroom into a relaxing retreat. Camden works well in the kitchen too, promising a light, airy room and a sleek finish.

Suitable for installation in bathrooms, kitchens, conservatories and wet rooms
Be creative with laying patterns. Install in a herringbone or brickwork pattern for a unique and striking effect
Ceramic tiles are easy to clean, highly durable and an extremely cost effective wall covering option
Can be used alone, or with other Camden tiles in other colours to create a unique finish
Easy to cut, install and maintain",Tiling Sale,1
Crown Solo Pure Brilliant White - One Coat Gloss Paint - 750ml,"Crown Solo Gloss One Coat Paint is created from a tough, durable formula and has ultimate hiding power.",Interior Metal Paint,1
Crown Quick Drying Gloss - Mellow Sage - 750ml,Tough and durable gloss finish for interior & exterior wood and metal. Touch Dry in 1 Hour.,Interior Metal Paint,1
Hammerite Ultima Smooth Metal Paint - Light Grey - 750ml,"Hammerite Ultima is the next evolution in metal paint. It is Water Based and formulated to use direct to rust and direct to any metal without a primer, it provides a highly durable decorative finish for up to 12 years.

Advanced anti-corrosion protection for up to 12 years
Extreme protection against harsh weather conditions and against UV rays
Easy to apply on all metals
Quick drying
No Primer or Undercoat needed",Interior Metal Paint,1
T-Rex Tape - 28mm x 9.14m,"Designed for any situation or project, T-Rex Tape is ideal for homeowners, craftsmen and adventurists who demand the highest quality tools. This ferociously strong tape is built for intense holding power so you can tackle long-lasting repairs, DIY projects easier and quicker.","Sealants, Adhesives & Tapes",1
Absco 7.5 x 10ft Premier Reverse Apex - Zinc,"If you want a stylish and contemporary garden shed that is low maintenance, then you will love this Absco 7ft 5 x 10ft easy build pent metal shed. A robust metal construction means this garden building is guaranteed to offer many years of continued service.Made from high tensile blueScope steel, the panels will not rust, warp, split or tear and don require any maintenance. When securely fastened to a concrete base, this Absco storage shed is tested to withstand winds up to 147km/h (91mph), ideal if you live in an area susceptible to poor weather conditions.A quick snap-tite assembly system makes for a hassle free installation and the pre-assembled panels feature safety edges. A braced single door provides easy access to the spacious storage unit and is supplied with a pad bolt, which can be fitted with a padlock (not supplied) for additional security.The apex roof provides added headroom for storing taller items such as garden tools and sports equipment; the roofline also helps with water drainage, which prevents rust and corrosion setting in.All Absco sheds products come with a 12 year written warranty against rust and corrosion. All products have been engineered and manufactured using quality endorsed materials.This item is delivered direct to you from one of our suppliers, please see our terms & conditions for details.

12 year anti rust and corrosion guarantee
Simple Snap-Tite Assembly - SNAPTiTE is an innovative patented design that dramatically reduces the time and effort required to assemble the range of Absco Sheds
Made from robust, high tensile steel- made using 30 Gauge 0.3mm steel, this garden building is made to last
Designed and tested to withstand 147kmph winds-With a wind rating of N2, when properly installed your metal shed will able to withstand anything that the great British weather can throw at it
Rolled safety edged panels- each step of this building has been made to ensure safety and longevity",Shed & Outdoor Building Deals,1
Absco 5 x 5ft Space Saver Metal Pent Shed - Green,"This Absco 5 x 5 space saver metal shed is a hardwearing, secure and easy to build shed. This low maintenance shed is easy to construct and is delivered in pre-assembled panels. The snap-tite construction system simply slots together for a hassle free installation. This building is made from tough bluescope steel which is very strong and resistant to rust. The strong steel makes this shed ideal for storing valuable or heavy items and can be padlocked together for added security (not supplied). This metal shed has a pent roof which prevents the build-up of rainwater. This garden shed is very durable and is designed to withstand many weather conditions. If anchored to the ground this metal shed can withstand strong wind conditions of up to 147kmph.This metal shed is perfect for almost any garden and provides a secure place to store away all your gardening equipment, tools and bicycles. Complete with a 12 year written warranty against rust and corrosion, you can be sure this spacious storage building will last for many years to come.All Absco sheds products come with a 12 year written warranty against rust and corrosion. All products have been engineered and manufactured using quality endorsed materials.This item is delivered direct to you from one of our suppliers, please see our terms & conditions for details.

12 year anti rust and corrosion guarantee
Simple Snap-Tite Assembly - SNAPTiTE is an innovative patented design that dramatically reduces the time and effort required to assemble the range of Absco Sheds
Made from robust, high tensile steel- made using 30 Gauge 0.3mm steel, this garden building is made to last
Designed and tested to withstand 147kmph winds-With a wind rating of N2, when properly installed your metal shed will able to withstand anything that the great British weather can throw at it
Rolled safety edged panels- each step of this building has been made to ensure safety and longevity",Shed & Outdoor Building Deals,1
Sandtex® Rapid Dry Satin Paint Seclusion - 750ml,"This innovative paint from Sandtex® uses an advanced water-based formulation to give the finish of a solvent-based paint without the odour. Sandtex® Rapid Dry Plus Soft Satin provides long-lasting protection and full coverage for exterior wood, metal and PVCu surfaces. Our enhanced low-odour formula makes this water-based paint easy to work with and a durable option for adding long-lasting colour and protection to your outdoor wood and metalwork.Touch dry in just two hours, this quick-drying paint is the perfect exterior wood paint to give a soft satin finish to doors, window frames, planters and many other home and garden features. All products in the Sandtex® Rapid Dry Plus range are packaged in fully recyclable materials.Seclusion – a Mid-to-Dark Grey Satin Exterior Paint. Sandtex® Seclusion is a mid-to-dark grey paint that adds a sophisticated satin finish to exterior wood and metalwork outside your home. “A marvellous mid-to-dark grey shade to accentuate vibrant, hot coloured blooms”- Sandtex® Colour Specialist. Sandtex® - If it's outside, we've got it covered.

Applies like a quality traditional solvent based satin
Soft satin finish
Quick drying
Low odour
Recyclable packaging",Exterior Wood Paint,1
Crown Quick Drying Gloss - Smoky Mist - 750ml,"Crown Quick Dry Gloss is a tough and durable, quick dry gloss finish for use on interior and exterior wood and metal.",Interior Metal Paint,1
Ronseal Stays White Radiator Paint Matt - 250ml,"Protects radiators in just one coat, and it is guaranteed to stay white. Easy to use, and it's touch dry in just 30 minutes.

One Coat Application
Guaranteed to stay white
Resists scuffs and scratches
Touch dry in 30 minutes
No primer needed on sound paint",Interior Metal Paint,1
T Rex Brute Force Black Duct Tape 48mm x 9.14m,"T-Rex® Brute Force® high performance duct tape is a bold next step in tape technology Built with Forge-Link™ Technology, an extreme tensile cloth, one loop of T-Rex Brute Force tape holds 700+ pounds of weight, making it the strongest duct tape on the market, period Too tough to tear by hand, this premium tape features an aggressive double-thick adhesive with a durable waterproof backing, so you can secure, fasten or hold all sorts of materials for any project, on any jobsite Hold more Do More™ T-Rex Brute Force

Made with patented Forge-Link Technology, an extreme tensile strength cloth tape that is too tough to tear by hand
1 loop of tape holds 700+ pounds of weight
Waterproof backing
High tack, double-thick adhesive that sticks to rougher and dirtier surfaces and withstands severe pressure
Built with UV resistant materials for outdoor use","Sealants, Adhesives & Tapes",1
T-Rex Tape - 48mm x 10.9m,"Designed for any situation or project, T-Rex Tape is ideal for homeowners, craftsmen and adventurists who demand the highest quality tools. This ferociously strong tape is built for intense holding power so you can tackle long-lasting repairs, DIY projects easier and quicker.","Sealants, Adhesives & Tapes",1
Farrow & Ball Exterior Eggshell London Stone - 2.5L,"London Stone is a lighter accent to London Clay, which shares its unusual magenta undertone. Try it with Red Based Neutrals like Dimity or Oxford Stone for a thoroughly modern-feeling scheme that's just as easy to use as a grey palette, but with a warmer feel.Exterior Eggshell brings long-lasting colour to outdoor spaces with a finish that remains flexible once dry, protecting wood and metal surfaces through changing weather. Added preservatives help to prevent the growth of algae and fungi, and the resin-rich formula resists flaking, peeling, and fading for up to six years. Providing it has been applied in accordance with Farrow & Ball Product Advice Sheets. Not suitable for use on exterior plastic surfaces or decking.

Satin finish
Flexible and breathable
Water resistant
Protected from fungi and algae
Recommended Primer & Undercoat: Mid Tones",Exterior Wood Paint,1
Dulux Weathershield Exterior Quick Dry Satin Paint - Heathland - 750ml,"Weathershield Exterior Satin has a guaranteed 6 year weathering durability, provided surfaces are in good condition before painting and is correctly applied. Weatherproof and self-undercoating. It offers a beautiful subtle sheen finish. Quick drying and is touch dry in under two hours.",Exterior Wood Paint,1
Kraus Rigid Core Herringbone Luxury Vinyl Floor Tile - Wistow Oak,"Kraus Wistow Oak is a waterproof herringbone pattern luxury vinyl tile with integral underlay and Rigid Core Technology. A pale and slightly washed out grain creates a traditional yet refined look. Ideal for use in most living spaces. It cuts easily with a knife and provides an easy and clean flooring solution which is also resistant to scuffs and stains.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Herringbone Luxury Vinyl Floor Tile - Langley Grey,"Kraus Langley Grey is a waterproof herringbone pattern luxury vinyl tile with integral underlay and Rigid Core Technology. Hints of white on varied shades of greys to give a refined yet modern feel. Ideal for use in most living spaces. It cuts easily with a knife and provides an easy and clean flooring solution which is also resistant to scuffs and stains.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Grizedale,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  Ideal for use throughout the house in all living spaces with a combination of warm and cool tones giving this floor a unique and versatile look.  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Parson,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  This light natural-looking colour gives versatility and would complement any room and is ideal for use throughout the house in all living spaces.  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Swinley,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  Ideal for use throughout the house in all living spaces with a natural-looking finish to give a warm and serene feel to your room. Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Manhattan Grey Ceramic Wall Tile 250 x 400mm,"The Manhattan Linea tile is ready to glam up your bathroom or spruce up your kitchen. The intriguing linear design combined with the smart grey tone will create walls that wow. You can soak away the stresses of the day in the tub surrounded by beauty. This glossy wall tile has elegance in abundance.

High resistance to wearing
Ideal for bathrooms and kitchens
Suitable for splash areas
The unique variation of real marble in every tile helps to create a luxury environment
Scratch and soil resistant",Tiling Sale,1
Palio Beige Ceramic Wall & Floor Tile 300 x 600mm,"Add character and charm to your home with the Palio beige wall and floor tile. The soft, neutral tone will bring style and warmth to your kitchen or help to create a tranquil retreat in your bathroom. The tiles have an elegant matt finish that will bring sophistication to your space. Ceramic tiles are durable, easy to maintain and perfect for busy family life.

Suitable for installation in bathrooms, kitchens, conservatories and wet rooms
Matt finish that will bring sophistication to any area
Ceramic tiles are easy to clean, highly durable and an extremely cost effective flooring option
Suitable for underfloor heating
Easy to cut, install and maintain",Tiling Sale,1
Sandtex® Exterior 10 Year Gloss Paint Chestnut Brown - 750ml,"This durable exterior gloss paint from Sandtex® provides an ultra-glossy weatherproof finish to exterior surfaces with up to 10 years protection against the elements. Sandtex® 10 Year Exterior Gloss is long-lasting and versatile, making it the perfect choice for transforming outdoor wood, metal and PVCu surfaces. Whether you are looking to brighten up your doors and window frames or make a statement with your garden planters, this wipeable paint gives complete coverage and protection to many surfaces outside the home.Our solvent-based gloss has a superior, flexible paint formulation which helps to prevent peeling and cracking, making it ideal for giving a durable, mirror-shine to many exterior features including doors, windows, gates, railings, garden sheds and playhouses. All products in the Sandtex® 10 Year Exterior Gloss range are packaged in fully recyclable materials.Chestnut Brown – a Traditional Deep, Rich Brown Exterior Gloss Paint. One of eight classic and vibrant colours in this range, Chestnut Brown is a deep, rich multi-surface exterior gloss that can add a touch of glossy colour and a complementary look to many exterior surfaces in the home and garden.“A traditional deep, rich brown which blends well and provides a perfect backdrop for flora and fauna”- Sandtex® Colour Specialist. Sandtex® - If it's outside, we've got it covered.

10 years protection
Tough, waterproof, long lasting finish
Flexible formulation resists cracking
Ultra mirror shine, glossy finish
Available in eight classic and vibrant shades",Exterior Wood Paint,1
Ronseal Crystal Clear Outdoor Varnish Satin - 750ml,"Ronseal Crystal Clear Outdoor Varnish protects your exterior windows and doors without changing the colour. As the name suggests, it's completely clear and won’t yellow over time like traditional solvent-based varnishes. It’s rainproof in just one hour so you don't have to worry about quick changes to the weather and you don’t need to do too much prep either.

Protects against the weather
Doesn't yellow like traditional varnishes
Rainproof in 1 hour
Flexes with the wood to resist cracking and peeling","Decking Stain, Oil & Varnish",1
Dulux Weathershield Exterior Gloss Paint - Buckingham - 750ml,"Weathershield Exterior Gloss is part 3 of the Weathershield Exterior Gloss System offering long-lasting, high gloss protection.",Exterior Wood Paint,1
Dulux Once Pure Brilliant White - Gloss Paint - 750ml,Dulux One Gloss is a one coat gloss paint for interior and exterior wood and metal surfaces.,Interior Metal Paint,1
Dulux Trade Pure Brilliant White Gloss Paint - 2.5L,"Solvent-based gloss which offers excellent flow, giving surfaces a tough, durable high gloss finish. Suitable for use on interior and exterior wood and metal surfaces.",Interior Metal Paint,1
Hammerite Direct To Rust Hammered Silver Metal Paint - 750ml,"Durable, corrosion resistant decorative coating for ferrous and non-ferrous metals, certain plastics and wood. Decorative hammered appearance is smooth to the touch and sheds water well.",Interior Metal Paint,1
Hammerite Direct To Rust Smooth White Metal Paint - 750ml,"Durable, corrosion resistant decorative coating for ferrous and non-ferrous metals, certain plastics and wood. This is a brilliant gloss finish which will retain its sheen for years.",Interior Metal Paint,1
Hammerite Black - Satin Radiator Paint - 250ml,This Hammerite Satin Radiator paint is ideal for protecting a radiator or helping it fit in with the rest of the room.,Interior Metal Paint,1
Farrow & Ball Full Gloss Paint Green Smoke - 750ml,"Green Smoke is one of Farrow & Ball's most versatile greens, working just as well on kitchen cabinets and panelling as it does on walls. It's a deep and smoky shade with a generous dose of blue pigment, inspired by the interiors of the late 19th century.Full Gloss is an ultra-high-gloss water based finish suitable for both interior and exterior wood and metal, as well as bringing a touch of glamour to walls and ceilings. Farrow & Ball's highest-shine finish, it's resistant to water, flaking, peeling, and fading for up to six years. Providing it has been applied in accordance with Farrow & Ball Product Advice Sheets. Not suitable for use on exterior plastic surfaces or decking.

High-gloss finish
Washable and wipeable
A+ rated for indoor air quality
Child safe
Recommended Primer & Undercoat: Dark Tones",Interior Metal Paint,1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Ingleton Walnut,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  Ideal for use throughout the house in all living spaces with a distinctive walnut look to create a luxurious finish to any space.  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Homebase Exterior Gloss Paint - Black 2.5L,"Homebase Exterior Gloss Paint is specially formulated to be long-lasting with 6 years protection. Hard wearing all weather protection.

6 Years Protection
All weather protection
Hard wearing
High Sheen finish",Exterior Wood Paint,1
Sandtex® Rapid Dry Satin Paint  Clay White - 750ml,"This innovative paint from Sandtex® uses an advanced water-based formulation to give the finish of a solvent-based paint without the odour. Sandtex® Rapid Dry Plus Soft Satin provides long-lasting protection and full coverage for exterior wood, metal and PVCu surfaces. Our enhanced low-odour formula makes this water-based paint easy to work with and a durable option for adding long-lasting colour and protection to your outdoor wood and metalwork.Touch dry in just two hours, this quick-drying paint is the perfect exterior wood paint to give a soft satin finish to doors, window frames, planters and many other home and garden features. All products in the Sandtex® Rapid Dry Plus range are packaged in fully recyclable materials.Clay White – a Cool, Off-White Exterior Satin Paint. One of six stunning shades in this range, Clay White adds a sophisticated satin finish to exterior wood and metalwork outside your home. Sandtex® - If it's outside, we've got it covered.

Applies like a quality traditional solvent based satin
Soft satin finish
Quick drying
Low odour
Recyclable packaging",Exterior Wood Paint,1
Ronseal Shed & Fence Preserver Light Brown - 5L,"Ronseal Shed and Fence Preserver is a traditional solvent-based preserver, that protects your wood from rot, decay, burrowing insects and fungi. It protects from woodworm, waterproofs and is available in traditional colours so your wood stays protected and looking its best. 

2 in 1 protection
Preserves against insect attack
Waterproofs to prevent water ingress
Protects against woodworm attack and re-infestation","Decking Stain, Oil & Varnish",1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Birkett,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  Ideal for use throughout the house in all living spaces.  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Manhattan White Ceramic Wall Tile 250 x 400mm,"The Manhattan Linea tile is ready to glam up your bathroom or spruce up your kitchen. The intriguing linear design combined with the fresh white tone will create walls that wow. You can soak away the stresses of the day in the tub surrounded by beauty. This glossy wall tile has elegance in abundance.

High resistance to wearing
Ideal for bathrooms and kitchens
Suitable for splash areas
The unique variation of real marble in every tile helps to create a luxury environment
Scratch and soil resistant",Tiling Sale,1
Metro Carrara Marble Bevelled Ceramic Wall Tile 100 x 200mm,"Beautify your bathroom or create an eye-catching kitchen with the Metro Bevelled wall tile. It isn't just limited to the bathroom and kitchen though, as this tile would work wonderfully in any interior space. Its bold and dramatic carrara tone will add elegance wherever its placed. The gloss finish combined with the intriguing bevelled edge offers timeless appeal

Suitable for installation in bathrooms, kitchens, conservatories and wet rooms
Be creative with laying patterns. Install in a herringbone or brickwork pattern for a unique and striking effect
Available in a range of exciting colours to mix and match. Use the colour picker to explore our range
Ceramic tiles are a long-lasting and cost-effective way to transform your home
Easy to cut, install and maintain",Tiling Sale,1
Metro Mid Grey Bevelled Ceramic Wall Tile 100 x 200mm,"Beautify your bathroom or create an eye-catching kitchen with the Metro Bevelled wall tile. It isn't just limited to the bathroom and kitchen though, as this tile would work wonderfully in any interior space. Its mid-grey tone will add elegance wherever it's placed and is the perfect neutral colour to mix and match with other colourways. The gloss finish combined with the intriguing bevelled edge offers timeless appeal

Suitable for installation in bathrooms, kitchens, conservatories and wetrooms
Be creative with laying patterns. Install in a herringbone or brickwork pattern for a unique and striking effect
Available in a range of exciting colours to mix and match. Use the colour picker to explore our range
Ceramic tiles are a long-lasting and cost-effective way to transform your home
Easy to cut, install and maintain",Tiling Sale,1
Fiore Vintage Floral Porcelain Wall & Floor Tile 200 x 200mm - 0.52sqm Pack,"Effortlessly cool, the grey and blue floral design of this tile will add a bold statement to your space. A smaller format tile, it is part of House of Tiles Fiore collection. These tiles feature an encaustic effect, which creates a chalky like matt finish. They're both beautiful and practical. The simple yet impactful half and half design makes it easy to create feature walls or floors. The durability of porcelain makes these tiles suitable for any space in your home, including high-traffic areas.

Suitable for use on the wall and floor, both interior and exterior
Featuring an on-trend floral pattern, in a 20 x 20 format with a beautiful encaustic, chalky effect finish
Use as a splashback in bathrooms or kitchens, or create the wow factor with a feature or zoned area on either the wall or floor
A slip resistant finish means this tile can be used in any space both inside and out
For maximum impact, keep your interior style relatively simple and use these tiles as a feature to create the wow factor",Tiling Sale,1
Kraus Rigid Core Luxury Vinyl Floor Tiles - Rydal,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology.  Ideal for use throughout the house in all living spaces and a pale grey colour which defines cool and sophistication.  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Kraus Premium Rigid Core Luxury Vinyl Floor Tiles - Delamere,"100% waterproof luxury vinyl tile with integral underlay and Tough Core Technology with a natural texture.  With its dark and affluent tones, this floor emulates luxury and is ideal for use throughout the house in all living spaces .  Cuts easily with a knife to install quickly and simply with the click system.  Provides an easy clean flooring solution, resistant to scuffs and stains. This item is delivered direct to you from one of our suppliers, please see our Terms & Conditions for more details.

Integrated underlay
100% waterproof
Click system installation
Suitable for underfloor heating
Scuff and stain resistant",Flooring Sale,1
Ronseal Crystal Clear Outdoor Varnish Matt - 250ml,"Ronseal Crystal Clear Outdoor Varnish protects your exterior windows and doors without changing the colour. As the name suggests, it's completely clear and won’t yellow over time like traditional solvent-based varnishes. It’s rainproof in just one hour so you don't have to worry about quick changes to the weather and you don’t need to do too much prep either.

Protects against the weather
Doesn't yellow like traditional varnishes
Rainproof in 1 hour
Flexes with the wood to resist cracking and peeling","Decking Stain, Oil & Varnish",1
