id,product,price,category,link,image,description
209,"Varnished Cold-rolled steel Square Tube, (L)2.5m (W)25mm (T)1.5mm",£24.35,Builder's metalwork,https://www.diy.com/departments/varnished-cold-rolled-steel-square-tube-l-2-5m-w-25mm-t-1-5mm/3232637109956_BQ.prd,https://media.diy.com/is/image/Kingfisher/gypframe-gyplyner-steel-lining-channel-l-3m~5015341046711_01c_bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsSolid and resistantCan be cut with a fine-tooth or metal sawRecommended for reinforcement and heavy structure building"
210,"Aluminium Flat Bar, (L)2000mm (W)40mm (T)2mm",£14.44,Builder's metalwork,https://www.diy.com/departments/aluminium-flat-bar-l-2000mm-w-40mm-t-2mm/3232630602850_BQ.prd,https://media.diy.com/is/image/Kingfisher/varnished-cold-rolled-steel-square-tube-l-2-5m-w-25mm-t-1-5mm~3232637109956_01c_bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.For protection, covering & finishingFeatures and benefitsLightweight and rigidCan be cut with a fine-tooth or metal sawRecommended for finishing, protection, decoration and light building structure"
211,"Expamet Steel Angle bead (L)2.4m (W)22mm (T)3mm, Pack of 10",£26,Builder's metalwork,https://www.diy.com/departments/expamet-steel-angle-bead-l-2-4m-w-22mm-t-3mm-pack-of-10/35786_BQ.prd,https://media.diy.com/is/image/Kingfisher/aluminium-flat-bar-l-2000mm-w-40mm-t-2mm~3232630602850_01c_bq?wid=284&hei=284,"Guarantee - 1 yearFeatures and benefitsGalvanized finish to resist corrosionPerforated wing increases bondReinforces plaster edges to prevent accidental damageCan be fixed with plaster, adhesive or mechanical fixings"
212,"White PVC Equal L-shaped Angle profile, (L)2.5m (W)40mm",£10.84,Builder's metalwork,https://www.diy.com/departments/white-pvc-equal-l-shaped-angle-profile-l-2-5m-w-40mm/3232637806800_BQ.prd,https://media.diy.com/is/image/Kingfisher/expamet-steel-angle-bead-l-2-4m-w-22mm-t-3mm-pack-of-10~5014316009621_01bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
213,"White PVC Equal L-shaped Angle profile, (L)2.5m (W)50mm",£12.05,Builder's metalwork,https://www.diy.com/departments/white-pvc-equal-l-shaped-angle-profile-l-2-5m-w-50mm/3232637807104_BQ.prd,https://media.diy.com/is/image/Kingfisher/white-pvc-equal-l-shaped-angle-profile-l-2-5m-w-40mm~3232637806800_01c_bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
214,"Silver effect Galvanised Steel Smooth Sheet, (H)500mm (W)250mm (T)1mm 860g",£9.17,Builder's metalwork,https://www.diy.com/departments/silver-effect-galvanised-steel-smooth-sheet-h-500mm-w-250mm-t-1mm-860g/254000_BQ.prd,https://media.diy.com/is/image/Kingfisher/white-pvc-equal-l-shaped-angle-profile-l-2-5m-w-50mm~3232637807104_01c_bq?wid=284&hei=284,"Use this multi-purpose steel panel for a wide variety of DIY projects, so you can use your creativity and ingenuity in its applicationIt is recommended to use standard cleaning detergent with no abrasive or scouring contentTo create, customise or renew a variety of furnitures, walls etcSheet metal edges are razor sharp. Always wear leather or other sturdy gloves when you're working with sheet metalFeatures and benefitsGood mechanical properties and rust resistantCan be cut with a fine-tooth or metal sawRecommended for external purposes"
215,"Black PVC Angle profile, (L)2.5m (W)30mm",£12.75,Builder's metalwork,https://www.diy.com/departments/black-pvc-angle-profile-l-2-5m-w-30mm/3232637807456_BQ.prd,https://media.diy.com/is/image/Kingfisher/silver-effect-galvanised-steel-smooth-sheet-h-500mm-w-250mm-t-1mm-860g~3232636005051_03c_bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
216,Expamet Galvanised steel Arch former (L)760mm (W)230mm,£90,Builder's metalwork,https://www.diy.com/departments/expamet-galvanised-steel-arch-former-l-760mm-w-230mm/278760_BQ.prd,https://media.diy.com/is/image/Kingfisher/black-pvc-angle-profile-l-2-5m-w-30mm~3232637807456_01c_bq?wid=284&hei=284,Features and benefitsGalvanized finish to resist corrosionReinforces plaster edges to prevent accidental damageCreates a true and consistent curve with a 372 mm radiusSuits 760 mm openings or wider when used with a make-up-pieceFor wall widths up to 230mm
217,"Matt PVC Flat Bar, (L)2m (W)25mm (T)5mm",£11.48,Builder's metalwork,https://www.diy.com/departments/matt-pvc-flat-bar-l-2m-w-25mm-t-5mm/3232636007000_BQ.prd,https://media.diy.com/is/image/Kingfisher/expamet-galvanised-steel-arch-former-l-760mm-w-230mm~5014316009669_02bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
218,"Expamet Galvanised steel Stop bead, (L)2.4m (W)25mm",£6.98,Builder's metalwork,https://www.diy.com/departments/expamet-galvanised-steel-stop-bead-l-2-4m-w-25mm/278768_BQ.prd,https://media.diy.com/is/image/Kingfisher/matt-pvc-flat-bar-l-2m-w-25mm-t-5mm~3232636007000_01c_bq?wid=284&hei=284,"Features and benefitsGalvanized finish to resist corrosionPerforated wing increases bondReinforces plaster edges to prevent accidental damageCan be fixed with plaster, adhesive or mechanical fixingsComplies with EN14353"
219,"Grey PVC Equal L-shaped Angle profile, (L)2.5m (W)20mm",£8.82,Builder's metalwork,https://www.diy.com/departments/grey-pvc-equal-l-shaped-angle-profile-l-2-5m-w-20mm/3232637807555_BQ.prd,https://media.diy.com/is/image/Kingfisher/expamet-galvanised-steel-stop-bead-l-2-4m-w-25mm~5014316315609_01c_BQ?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
220,"Silver effect Aluminium Embossed Sheet, (H)500mm (W)250mm (T)1.7mm 360g",£21.42,Builder's metalwork,https://www.diy.com/departments/silver-effect-aluminium-embossed-sheet-h-500mm-w-250mm-t-1-7mm-360g/84226_BQ.prd,https://media.diy.com/is/image/Kingfisher/grey-pvc-equal-l-shaped-angle-profile-l-2-5m-w-20mm~3232637807555_01c_bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.It is recommended to use standard cleaning detergent with no abrasive or scouring contentTo create, customise or renew a variety of furnitures, walls etcSheet metal edges are razor sharp. Always wear leather or other sturdy gloves when you're working with sheet metalFeatures and benefitsLightweight and rigidCan be cut with a fine-tooth or metal sawRecommended for reinforcement and protection"
221,"Varnished Cold-rolled steel Square Tube, (L)2.5m (W)16mm (T)1mm",£18.28,Builder's metalwork,https://www.diy.com/departments/varnished-cold-rolled-steel-square-tube-l-2-5m-w-16mm-t-1mm/3232637109857_BQ.prd,https://media.diy.com/is/image/Kingfisher/silver-effect-aluminium-embossed-sheet-h-500mm-w-250mm-t-1-7mm-360g~3232637708302_36c_bq?wid=284&hei=284,"Available in various sizes, designs and materials to suit your needs.Features and benefitsSolid and resistantCan be cut with a fine-tooth or metal sawRecommended for reinforcement and heavy structure building"
222,Expamet Steel Angle bead (L)3m Pack of 10,£28,Builder's metalwork,https://www.diy.com/departments/expamet-steel-angle-bead-l-3m-pack-of-10/35787_BQ.prd,https://media.diy.com/is/image/Kingfisher/varnished-cold-rolled-steel-square-tube-l-2-5m-w-16mm-t-1mm~3232637109857_01c_bq?wid=284&hei=284,"Features and benefitsGalvanized finish to resist corrosionPerforated wing increases bondReinforces plaster edges to prevent accidental damageCan be fixed with plaster, adhesive or mechanical fixings"
223,"Brass Equal L-shaped Angle profile, (L)1m (W)10mm",£14.90,Builder's metalwork,https://www.diy.com/departments/brass-equal-l-shaped-angle-profile-l-1m-w-10mm/254165_BQ.prd,https://media.diy.com/is/image/Kingfisher/expamet-steel-angle-bead-l-3m-pack-of-10~5014316009638_01bq?wid=284&hei=284,"This brass corner is suitable for general repairing, renewing and creation projects.Features and benefitsAvailable in various sizes, designs and materials to suit your needsEasy to work and aestheticCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
224,Expamet Steel Angle bead (L)2.4m (W)22mm (T)3mm,£2.98,Builder's metalwork,https://www.diy.com/departments/expamet-steel-angle-bead-l-2-4m-w-22mm-t-3mm/35776_BQ.prd,https://media.diy.com/is/image/Kingfisher/brass-equal-l-shaped-angle-profile-l-1m-w-10mm~3232630217009_03c?wid=284&hei=284,"Guarantee - 1 yearFeatures and benefitsGalvanized finish to resist corrosionPerforated wing increases bondReinforces plaster edges to prevent accidental damageCan be fixed with plaster, adhesive or mechanical fixings"
225,"Clear PVC Equal L-shaped Angle profile, (L)2m (W)20mm",£6.25,Builder's metalwork,https://www.diy.com/departments/clear-pvc-equal-l-shaped-angle-profile-l-2m-w-20mm/1392989_BQ.prd,https://media.diy.com/is/image/Kingfisher/expamet-steel-angle-bead-l-2-4m-w-22mm-t-3mm~5014316315531_01bq?wid=284&hei=284,"plastic corner protector. This corner protector each contains 1 plastic corner protector.Features and benefitsAvailable in various sizes, designs and materials to suit your needsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decorationCan be cut easilyCan be painted"
226,"Varnished Hot-rolled steel Equal L-shaped Angle profile, (L)1m (W)30mm",£12.16,Builder's metalwork,https://www.diy.com/departments/varnished-hot-rolled-steel-equal-l-shaped-angle-profile-l-1m-w-30mm/254167_BQ.prd,https://media.diy.com/is/image/Kingfisher/clear-pvc-equal-l-shaped-angle-profile-l-2m-w-20mm~3232637741958_02bq?wid=284&hei=284,"This varnished steel corner is suitable for general repairing, renewing and creation projects.Features and benefitsAvailable in various sizes, designs and materials to suit your needsSolid and resistantCan be cut with a fine-tooth or metal sawRecommended for reinforcement and heavy structure building"
227,"Black PVC Equal L-shaped Angle profile, (L)2m (W)15mm",£6.85,Builder's metalwork,https://www.diy.com/departments/black-pvc-equal-l-shaped-angle-profile-l-2m-w-15mm/254016_BQ.prd,https://media.diy.com/is/image/Kingfisher/varnished-hot-rolled-steel-equal-l-shaped-angle-profile-l-1m-w-30mm~3232630201305_02bq?wid=284&hei=284,"This PVC corner is suitable for general repairing, renewing and creation projects.Features and benefitsAvailable in various sizes, designs and materials to suit your needsLightweight and flexibleCan be cut with a fine-tooth or metal sawRecommended for finishing, protection and decoration"
228,Expamet Steel Angle bead (L)3m (W)22mm,£3.12,Builder's metalwork,https://www.diy.com/departments/expamet-steel-angle-bead-l-3m-w-22mm/35780_BQ.prd,https://media.diy.com/is/image/Kingfisher/black-pvc-equal-l-shaped-angle-profile-l-2m-w-15mm~3232630502952_01bq?wid=284&hei=284,"Guarantee - 1 yearFeatures and benefitsGalvanized finish to resist corrosionPerforated wing increases bondReinforces plaster edges to prevent accidental damageCan be fixed with plaster, adhesive or mechanical fixings"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
