product,price,category,link
Doncaster Cables SWA Single Phase Armoured Cable 2.5mm² x 3 Core x 100m Drum,£190.99,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-swa-single-phase-armoured-cable-2-5mm-x-3-core-x-100m-drum/p/758854
Doncaster Cables SWA Single Phase Armoured Cable 2.5mm² x 3 Core x 50m Drum,£94.99,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-swa-single-phase-armoured-cable-2-5mm-x-3-core-x-50m-drum/p/761370
Pitacs 6242YH 10mm Twin & Earth Cable Grey 50m,£225.00,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-6242yh-10mm-twin-and-earth-cable-grey-50m/p/414300
Pitacs 3 Core Flex Rubber Cable 3183TRS 0.75mm² x 25m Drum,£24.18,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-3-core-flex-rubber-cable-3183trs-0-75mm-x-25m-drum/p/760194
Doncaster Cables SWA Armoured Cable 1.5mm² x 3 Core x 100m Drum,£164.70,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-swa-armoured-cable-1-5mm-x-3-core-x-100m-drum/p/759578
Pitacs Twin & Earth Cable 6242Y Grey 1.5mm² x 25m Drum,£15.76,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-twin-and-earth-cable-6242y-grey-1-5mm-x-25m-drum/p/757357
Pitacs Twin & Earth Low Smoke Cable 6242B 1.5mm² x 100m Drum,£66.47,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-twin-and-earth-low-smoke-cable-6242b-1-5mm-x-100m-drum/p/758131
Pitacs Arctic PVC Cable 3183A 2.5mm² x 50m Blue Drum,£66.47,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-arctic-pvc-cable-3183a-2-5mm-x-50m-blue-drum/p/756943
Pitacs 3 Core Heat Resistant Flex Cable 3093Y 1.0mm² x 50m Drum,£33.49,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-3-core-heat-resistant-flex-cable-3093y-1-0mm-x-50m-drum/p/759658
Doncaster Cables Swa Single Phase Armoured Cable 1.5mm2 x 3 Core x 100m Drum,£149.00,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-swa-single-phase-armoured-cable-1-5mm2-x-3-core-x-100m-drum/p/760097
Pitacs CAT6 Data Cable 305m Boxed,£131.74,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-cat6-data-cable-305m-boxed/p/757161
Pitacs 6491X 16mm Single Core Cable Green/Yellow 100m,£314.40,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-6491x-16mm-single-core-cable-greenyellow-100m/p/220255
Doncaster Cables 3 Core & Earth Cable 6243Y 1.0mm² x 50m Drum,£30.98,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-3-core-and-earth-cable-6243y-1-0mm-x-50m-drum/p/759883
Pitacs Speaker Cable PVC 2 x 13 Strands 100m Drum,£19.99,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-speaker-cable-pvc-2-x-13-strands-100m-drum/p/757356
Doncaster Cables Coaxial Satellite Cable CT100 Black 100m Drum,£52.06,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-coaxial-satellite-cable-ct100-black-100m-drum/p/761576
Doncaster Cables Twin & Earth Cable 6242Y 2 Brown Cores 1.5mm2 x 50m Drum,£32.66,Cable Drums,https://www.travisperkins.co.uk/cable-drums/doncaster-cables-twin-and-earth-cable-6242y-2-brown-cores-1-5mm2-x-50m-drum/p/760633
4TRADE 3 Core Heat Resistant Flexible Cable 3093Y 1.5mm² White 10M,£23.08,Cable Drums,https://www.travisperkins.co.uk/cable-drums/4trade-3-core-heat-resistant-flexible-cable-3093y-1-5mm-white-10m/p/362501
"Pitacs Conduit Cable, 6491X 16mm² x 25m Green / Yellow, Drum",£50.99,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-conduit-cable-6491x-16mm-x-25m-green-yellow-drum/p/757047
"Pitacs Conduit Cable Brown, 6491X 4.0mm² x 100m Drum",£47.50,Cable Drums,https://www.travisperkins.co.uk/cable-drums/pitacs-conduit-cable-brown-6491x-4-0mm-x-100m-drum/p/757269
4TRADE Cable Ties 4.8 x 300mm Natural PK100,£3.31,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/4trade-cable-ties-4-8-x-300mm-natural-pk100/p/384899
Smj Ltd Cable Ties 4.8 x 300mm Black PK100,£4.33,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/smj-ltd-cable-ties-4-8-x-300mm-black-pk100/p/773035
TTSS300 Stainless Steel 304 Ball Lock Cable Ties 300mm x 4.6mm 100 Pack,£10.99,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ttss300-stainless-steel-304-ball-lock-cable-ties-300mm-x-4-6mm-100-pack/p/750675
Smj Uk Ltd Cable Ties 3.2 x 180mm Black PK100,£1.55,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/smj-uk-ltd-cable-ties-3-2-x-180mm-black-pk100/p/384897
Cable Clip T&E Grey 2.5mm 100 Pack,£1.32,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-t-and-e-grey-2-5mm-100-pack/p/751783
CT370/48/B Cable Tie Black 370mm x 4.8mm 100 Pack,£4.68,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct37048b-cable-tie-black-370mm-x-4-8mm-100-pack/p/750641
CTGS/S-B Stainless Steel Cable Tie Gun Each,£50.60,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ctgss-b-stainless-steel-cable-tie-gun-each/p/750693
CT530/90B Cable Tie Black 540mm x 8.0mm 100 Pack,£15.97,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct53090b-cable-tie-black-540mm-x-8-0mm-100-pack/p/750712
TTSS200 Stainless Steel 304 Ball Lock Cable Ties 200mm x 4.6mm 100 Pack,£9.89,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ttss200-stainless-steel-304-ball-lock-cable-ties-200mm-x-4-6mm-100-pack/p/750696
4TRADE Closed 20mm Grommet PK50,£1.98,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/4trade-closed-20mm-grommet-pk50/p/578959
Cable Clip T&E Grey 1.5mm 100 Pack,£1.31,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-t-and-e-grey-1-5mm-100-pack/p/751747
Cable Clip Round White 8mm 100 Pack,£1.87,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-round-white-8mm-100-pack/p/751838
Cable Clip Round White 9mm 100 Pack,£1.87,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-round-white-9mm-100-pack/p/751766
4TRADE Cable Clip 1-1.5mm Twin & Earth Grey Pack 100,£1.67,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/4trade-cable-clip-1-1-5mm-twin-and-earth-grey-pack-100/p/773049
Cable Clip Round White 5mm 100 Pack,£1.60,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-round-white-5mm-100-pack/p/751816
CT200/48/B Cable Tie Black 200mm x 4.8mm 100 Pack,£2.68,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct20048b-cable-tie-black-200mm-x-4-8mm-100-pack/p/750657
TTSS360 Stainless Steel 304 Ball Lock Cable Ties 360mm x 4.6mm 100 Pack,£13.96,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ttss360-stainless-steel-304-ball-lock-cable-ties-360mm-x-4-6mm-100-pack/p/750636
Smj 2203000A Cable Clip 7-10mm Round White PK100,£4.82,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/smj-2203000a-cable-clip-7-10mm-round-white-pk100/p/405370
CT300/48/B Cable Tie Black 300mm x 4.8mm 100 Pack,£3.34,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct30048b-cable-tie-black-300mm-x-4-8mm-100-pack/p/750685
Smj Uk Ltd Cable Clip 7mm Round White PK100,£2.15,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/smj-uk-ltd-cable-clip-7mm-round-white-pk100/p/578972
4TRADE Cable Clip 2.5mm Twin & Earth Grey PK100,£1.79,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/4trade-cable-clip-2-5mm-twin-and-earth-grey-pk100/p/578980
Cable Clip Round White 4mm 100 Pack,£1.60,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-round-white-4mm-100-pack/p/751848
Cable Clip T&E Grey 6mm 100 Pack,£2.29,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-t-and-e-grey-6mm-100-pack/p/751761
Talon Spacer for Hinged Clips Pack 100,£0.31,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/talon-spacer-for-hinged-clips-pack-100/p/521211
CT4WAB Adhesive Base for Cable Ties Black 100 Pack,£4.84,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct4wab-adhesive-base-for-cable-ties-black-100-pack/p/750697
Cable Clip Round Black 7mm 100 Pack,£1.60,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-round-black-7mm-100-pack/p/751796
CTBSS Stainless Steel 304 Cable Tie Base 100 Pack,£9.89,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ctbss-stainless-steel-304-cable-tie-base-100-pack/p/750688
CT370/76N Cable Tie Natural 370mm x 7.8mm 100 Pack,£8.81,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct37076n-cable-tie-natural-370mm-x-7-8mm-100-pack/p/750647
CT370/76/B Cable Tie Black 370mm x 7.8mm 100 Pack,£8.81,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/ct37076b-cable-tie-black-370mm-x-7-8mm-100-pack/p/750716
Cable Clip Round White 10mm 100 Pack,£1.87,Cable Clips & Ties,https://www.travisperkins.co.uk/cable-clips-and-ties/cable-clip-round-white-10mm-100-pack/p/751803
PVC Earth Sleeving 100m 3mm Green/Yellow,£6.82,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-earth-sleeving-100m-3mm-greenyellow/p/757479
HSB125B Heat Shrink 11.5m x 3.2mm,£9.59,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/hsb125b-heat-shrink-11-5m-x-3-2mm/p/787238
Profix DT10 Draw Tape Nylon 10m,£4.40,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/profix-dt10-draw-tape-nylon-10m/p/787279
CABLEDISPENSER A Frame Cable Dispenser,£27.49,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cabledispenser-a-frame-cable-dispenser/p/787265
PVC Cable Sleeving Multi Reel 3mm,£15.95,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-cable-sleeving-multi-reel-3mm/p/757036
Ced Crimping Stripping & Cutting Tool RJ45/8P8C,£10.00,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/ced-crimping-stripping-and-cutting-tool-rj458p8c/p/754696
CC7 Cable Cleats 17.8mm No 7 50 Pack,£6.22,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cc7-cable-cleats-17-8mm-no-7-50-pack/p/787248
PVC Earth Sleeving 100m 4mm Green / Yellow,£8.82,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-earth-sleeving-100m-4mm-green-yellow/p/757265
Proception Pro Crimp Tool for 8P8C and 6P6C Telecom Plugs,£16.99,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/proception-pro-crimp-tool-for-8p8c-and-6p6c-telecom-plugs/p/754615
CF25mBBL Brass Bush Male Long 25mm,£0.84,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cf25mbbl-brass-bush-male-long-25mm/p/787268
273236 Heat Shrink Tubing Pack 95 Piece,£10.00,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/273236-heat-shrink-tubing-pack-95-piece/p/787243
CF20mBBL Brass Bush Male Long 20mm,£0.50,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cf20mbbl-brass-bush-male-long-20mm/p/787240
CC6 Cable Cleats 15.2mm No 6 50 Pack,£5.59,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cc6-cable-cleats-15-2mm-no-6-50-pack/p/787216
Ced Crimping Stripping & Cutting Tool RJ45/RJ11,£16.99,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/ced-crimping-stripping-and-cutting-tool-rj45rj11/p/752043
THK.390.A1A-T IP68 Mini IN-LINE Cable Joint 3 Pole,£10.90,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/thk-390-a1a-t-ip68-mini-in-line-cable-joint-3-pole/p/787226
HSB250B Heat Shrink 7.5m x 6.4mm,£9.59,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/hsb250b-heat-shrink-7-5m-x-6-4mm/p/787233
HSB93B Heat Shrink 11.5m x 2.4mm,£9.59,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/hsb93b-heat-shrink-11-5m-x-2-4mm/p/787273
PVC Cable Sleeving 100m 3mm Grey,£6.76,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-cable-sleeving-100m-3mm-grey/p/760339
CC5 Cable Cleats 12.7mm No 5 50 Pack,£4.88,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cc5-cable-cleats-12-7mm-no-5-50-pack/p/787223
CF20CG Galvanised Coupler 20mm,£0.23,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/cf20cg-galvanised-coupler-20mm/p/787256
Schneider Electric 05TUB04 Fixings Trade Tub,£14.99,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/schneider-electric-05tub04-fixings-trade-tub/p/787230
THK.390.C1A.T IP68 T-SPLITTER Cable Joint 3 Pole,£13.19,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/thk-390-c1a-t-ip68-t-splitter-cable-joint-3-pole/p/787281
Hylec TTK25BK-SD-T IP68 IN-LINE Cable Joint 5 Pole,£13.18,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/hylec-ttk25bk-sd-t-ip68-in-line-cable-joint-5-pole/p/787269
PVC Earth Sleeving 100m 6mm Green / Yellow,£11.53,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-earth-sleeving-100m-6mm-green-yellow/p/757260
TTK20BK-SD-T IP68 IN-LINE Cable Joint 3 Pole,£9.89,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/ttk20bk-sd-t-ip68-in-line-cable-joint-3-pole/p/787239
HSB375B Heat Shrink 6.5m x 9.5mm,£9.59,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/hsb375b-heat-shrink-6-5m-x-9-5mm/p/787262
PVC Cable Sleeving 100m 3mm Red,£6.76,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-cable-sleeving-100m-3mm-red/p/759941
PVC Cable Sleeving 100m 3mm Blue,£6.76,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-cable-sleeving-100m-3mm-blue/p/761574
PVC Cable Sleeving 100m 3mm Black,£6.76,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-cable-sleeving-100m-3mm-black/p/758057
PVC Cable Sleeving 100m 3mm Brown,£6.76,Cable Accessories,https://www.travisperkins.co.uk/cable-accessories/pvc-cable-sleeving-100m-3mm-brown/p/757159
Consumer Unit Cable Gland Kit 32mm Nylon GB6:TSEIU,£7.00,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/consumer-unit-cable-gland-kit-32mm-nylon-gb6tseiu/p/772366
Super Grommet 20mm Open 100 Pack,£3.19,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/super-grommet-20mm-open-100-pack/p/750421
Profix NG20BKIT IP68 Gland / Locknut Kit Black 10 Pack,£6.49,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/profix-ng20bkit-ip68-gland-locknut-kit-black-10-pack/p/787260
Doncaster Cables DCCLEAT5 Armoured Cable Cleats No 5 10mm to 12.7mm 100 Pack,£6.86,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat5-armoured-cable-cleats-no-5-10mm-to-12-7mm-100-pack/p/772661
Rubber Grommet 25mm Open 100 Pack,£3.61,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/rubber-grommet-25mm-open-100-pack/p/750461
G20SCWK Gland Kit CW Exterior 20mm Small 2 Pack,£3.88,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/g20scwk-gland-kit-cw-exterior-20mm-small-2-pack/p/787213
Doncaster Cables DCCLEAT6 Armoured Cable Cleats No 6 12.6mm to 15.2mm 100 Pac...,£8.02,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat6-armoured-cable-cleats-no-6-12-6mm-to-15-2mm-100-pack/p/772371
Rubber Grommet 20mm Open 100 Pack,£2.71,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/rubber-grommet-20mm-open-100-pack/p/750392
Doncaster Cables DCCLEAT7 Armoured Cable Cleats No 7 15mm to 17.8mm 100 Pack,£8.58,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat7-armoured-cable-cleats-no-7-15mm-to-17-8mm-100-pack/p/772509
Standard G20CWK Gland Kit CW Exterior 20mm Standard 2 Pack,£5.18,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/standard-g20cwk-gland-kit-cw-exterior-20mm-standard-2-pack/p/787219
Rubber Grommet 25mm Blind 100 Pack,£4.21,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/rubber-grommet-25mm-blind-100-pack/p/750389
CF20PCB Brass Trs Gland Brass - 20mm Trs,£0.96,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/cf20pcb-brass-trs-gland-brass-20mm-trs/p/787224
Consumer Unit Cable Gland Kit 32mm Brass / Nickel CUGK32/25BRS,£10.49,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/consumer-unit-cable-gland-kit-32mm-brass-nickel-cugk3225brs/p/772536
Doncaster Cables DCCLEAT10 Armoured Cable Cleats No 10 22.7mm to 25.4mm 100 P...,£10.30,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat10-armoured-cable-cleats-no-10-22-7mm-to-25-4mm-100-pack/p/772847
Doncaster Cables CW25 Gland Kit CW Exterior CW 25mm 2 Pack,£10.07,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-cw25-gland-kit-cw-exterior-cw-25mm-2-pack/p/772139
Doncaster Cables DCCLEAT8 Armoured Cable Cleats No 8 17.7mm to 20.2mm 100 Pac...,£8.92,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat8-armoured-cable-cleats-no-8-17-7mm-to-20-2mm-100-pack/p/772276
Profix NG20WKIT IP68 Gland / Locknut Kit White 10 Pack,£5.46,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/profix-ng20wkit-ip68-gland-locknut-kit-white-10-pack/p/787251
Doncaster Cables CW20S Gland Kit CW Exterior CW20S Small 20mm 2 Pack,£3.97,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-cw20s-gland-kit-cw-exterior-cw20s-small-20mm-2-pack/p/772424
Doncaster Cables BW20S Gland Kit Bw Interior BW20S Small 20mm 2 Pack,£2.86,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-bw20s-gland-kit-bw-interior-bw20s-small-20mm-2-pack/p/772472
Doncaster Cables CW32 Gland Kit CW Exterior CW 32mm 2 Pack,£14.41,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-cw32-gland-kit-cw-exterior-cw-32mm-2-pack/p/772353
Doncaster Cables DCCLEAT9 Armoured Cable Cleats No 9 20.2mm to 22.8mm 100 Pac...,£9.16,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat9-armoured-cable-cleats-no-9-20-2mm-to-22-8mm-100-pack/p/772600
Doncaster Cables BW32 Gland Kit Bw Interior Bw 32mm 2 Pack,£7.55,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-bw32-gland-kit-bw-interior-bw-32mm-2-pack/p/772799
Doncaster Cables DCCLEAT4 Armoured Cable Cleats No 4 7.7 to 10mm 100 Pack,£5.72,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-dccleat4-armoured-cable-cleats-no-4-7-7-to-10mm-100-pack/p/772636
Doncaster Cables BW25 Gland Kit Bw Interior Bw 25mm 2 Pack,£5.71,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-bw25-gland-kit-bw-interior-bw-25mm-2-pack/p/772076
Doncaster Cables CW20 Gland Kit CW Exterior CW 20mm 2 Pack,£4.56,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-cw20-gland-kit-cw-exterior-cw-20mm-2-pack/p/772593
Super Grommet 25mm Open 100 Pack,£4.09,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/super-grommet-25mm-open-100-pack/p/750393
G20BWK Gland Kit Bw Interior 20mm Standard 2 Pack,£3.40,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/g20bwk-gland-kit-bw-interior-20mm-standard-2-pack/p/787229
Rubber Grommet 20mm Blind 100 Pack,£3.22,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/rubber-grommet-20mm-blind-100-pack/p/750445
G20SBWK Gland Kit Bw Interior 20mm Small 2 Pack,£3.16,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/g20sbwk-gland-kit-bw-interior-20mm-small-2-pack/p/787232
Doncaster Cables BW20 Gland Kit Bw Interior Bw 20mm 2 Pack,£2.86,Glands & Grommets,https://www.travisperkins.co.uk/glands-and-grommets/doncaster-cables-bw20-gland-kit-bw-interior-bw-20mm-2-pack/p/772650
D Line Cable Guard 1.8m,£17.11,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-cable-guard-1-8m/p/780821
D Line SAFE-D Conduit Clip Black 20mm 20 Pack,£9.98,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-conduit-clip-black-20mm-20-pack/p/780944
Schneider Electric ISM99955 18TH Edition Twin & Earth Fixings 1 - 2.5mm 100 P...,£12.38,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/schneider-electric-ism99955-18th-edition-twin-and-earth-fixings-1-2-5mm-100-pack/p/787227
SAFE-D 30 Fire Rated Cable Clips for 25mm+ Trunking 50 Pack,£10.68,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/safe-d-30-fire-rated-cable-clips-for-25mm-trunking-50-pack/p/751771
Schneider Electric ISM99990 18TH Edition Twin & Earth Fixings Trade Tub,£41.51,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/schneider-electric-ism99990-18th-edition-twin-and-earth-fixings-trade-tub/p/787212
D Line Mini Trade Pack 30 x 15mm x 3m 5 Pack,£31.04,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-mini-trade-pack-30-x-15mm-x-3m-5-pack/p/780747
SAFE-D 50 Fire Rated Cable Clips for 50mm+ Trunking 25 Pack,£10.54,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/safe-d-50-fire-rated-cable-clips-for-50mm-trunking-25-pack/p/751782
D Line MICRO+ Trade Pack 20 x 10mm x 3m 5 Pack,£24.10,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-micro-trade-pack-20-x-10mm-x-3m-5-pack/p/780750
D Line SAFE-D Mini Trunking Spring Clip 16 - 20mm 50 Pack,£13.49,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-mini-trunking-spring-clip-16-20mm-50-pack/p/780962
D Line SAFE-D Conduit Clip Silver 20mm 20 Pack,£6.90,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-conduit-clip-silver-20mm-20-pack/p/780872
"D-LINE CLIP-OVER Accesory Pack Including 4 x COUPLER, 2 x INLET/OUTLET & 2 x ...",£3.40,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-clip-over-accesory-pack-including-4-x-coupler-2-x-inletoutlet-and-2-x-end-cap-1-x-left-1-x-right-white-22-x-22mm/p/678684
D Line SAFE-D F-CLIP 20 x 56mm 100 Pack,£12.98,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-f-clip-20-x-56mm-100-pack/p/781000
SAFE-D 40 Fire Rated Cable Clips for 38mm+ Trunking 25 Pack,£8.10,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/safe-d-40-fire-rated-cable-clips-for-38mm-trunking-25-pack/p/751784
D Line Coupler & End Cap Pack Mini 5 x Coupler & 5 x End Cap,£2.98,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-coupler-and-end-cap-pack-mini-5-x-coupler-and-5-x-end-cap/p/781373
D Line 1/4in Round Trade Pack 3m 22 x 22mm 5 Pack,£31.10,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-14in-round-trade-pack-3m-22-x-22mm-5-pack/p/780798
D-LINE SAFE-D F-CLIP 20 x 165mm 50 Pack,£13.49,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-f-clip-20-x-165mm-50-pack/p/751855
D-LINE SAFE-D F-CLIP 20 x 110.5mm 50 Pack,£10.99,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-f-clip-20-x-110-5mm-50-pack/p/751839
D Line SAFE-D Conduit Clip White 20mm 20 Pack,£10.63,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-safe-d-conduit-clip-white-20mm-20-pack/p/780769
D Line 1/4 Round Bends External Bends for 90DEG Corners 5 Pack,£3.40,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-14-round-bends-external-bends-for-90deg-corners-5-pack/p/780778
D Line 1/4 Round Bends Internal Bends for 90 Corners 5 Pack,£3.40,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-14-round-bends-internal-bends-for-90-corners-5-pack/p/780811
D Line External Bends Mini 5 Pack,£2.98,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-external-bends-mini-5-pack/p/780792
D Line Internal Bend Mini 5 Pack,£2.98,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-internal-bend-mini-5-pack/p/780565
D Line Flat Bends Mini 5 Pack,£2.98,Fire Rated Cable Management,https://www.travisperkins.co.uk/fire-rated-cable-management/d-line-flat-bends-mini-5-pack/p/780939
